,content,score,appVersion,content_process,result,sentiment,proba
2813,Dulu enak bgdd cuma sekrang kagaa enak bgdd ngendap 50k +kena 5k Auto Ttup rekenening kayaa ny Nih mah pindah ke yg Lain by by,1,1.2.6,dulu enak bgdd cuma sekrang kagaa enak bgdd ngendap   k  kena  k auto ttup rekenening kayaa ny nih mah pindah ke yg lain by by,"[{'label': 'negative', 'score': 0.7352996468544006}]",negative,0.7352996468544006
2814,Top,5,1.2.6,top,"[{'label': 'positive', 'score': 0.9786689281463623}]",positive,0.9786689281463623
2815,ok,4,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
2816,apaan si saldo ga tersedia malah gajelas banget buat emosi layananan ga bisa d gunain,2,1.2.6,apaan si saldo ga tersedia malah gajelas banget buat emosi layananan ga bisa d gunain,"[{'label': 'negative', 'score': 0.9993578791618347}]",negative,0.9993578791618347
2817,Update terus fiturnya,5,1.2.6,update terus fiturnya,"[{'label': 'positive', 'score': 0.8662199974060059}]",positive,0.8662199974060059
2818,"Minussss truss saldo heran ga di pakeee ya jgn kasih minus,,, mending matiin aja akunnya",1,,minussss truss saldo heran ga di pakeee ya jgn kasih minus    mending matiin aja akunnya,"[{'label': 'negative', 'score': 0.9990025162696838}]",negative,0.9990025162696838
2819,Ok,1,1.2.5,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
2820,Ok mntul lhhhh,4,1.2.4,ok mntul lhhhh,"[{'label': 'negative', 'score': 0.9884606599807739}]",negative,0.9884606599807739
2821,"Perasaan persi lamamah lancar, inimah hese rek asup Oge lemoooot padahal kuota loba meserna cash deuih lain Nganjuk,padahal rek transfer buru2 eh lilaaaa kabukana, geus kitu rek ngisi2 gopay, shopee pay, dana, bayar Lazada jadi teu bisa padahal bareto sebelum diganti lancar2 wae, ngeu heul keun! Tapi bintang mah tetep lima moal pelit. Hapunten bisi Aya kata2 nu salah nya. Wasallam",5,1.2.6,perasaan persi lamamah lancar  inimah hese rek asup oge lemoooot padahal kuota loba meserna cash deuih lain nganjuk padahal rek transfer buru  eh lilaaaa kabukana  geus kitu rek ngisi  gopay  shopee pay  dana  bayar lazada jadi teu bisa padahal bareto sebelum diganti lancar  wae  ngeu heul keun  tapi bintang mah tetep lima moal pelit  hapunten bisi aya kata  nu salah nya  wasallam,"[{'label': 'positive', 'score': 0.9577915072441101}]",positive,0.9577915072441101
2822,"biometric jari tdk bisa di gunakan/tdk bs verifikasi,, padahal di versi yg sebelumnya aman2 saja,,",1,1.2.6,biometric jari tdk bisa di gunakan tdk bs verifikasi   padahal di versi yg sebelumnya aman  saja  ,"[{'label': 'neutral', 'score': 0.9579969048500061}]",neutral,0.9579969048500061
2823,Perpindahan ke aplikasi ni..malah say tidak bisa login,1,1.2.6,perpindahan ke aplikasi ni  malah say tidak bisa login,"[{'label': 'negative', 'score': 0.5807772278785706}]",negative,0.5807772278785706
2824,"Sama aja nggk bisa , kalau darurat masih kurang bagus , gangguan terus jadi kurang nyaman pake aplikasi ini, dari jam 6 pagi sampai jam 12 gangguan terus , padahal lagi butuh bgt transfer pulsa dan uang,,,,",5,1.2.6,sama aja nggk bisa   kalau darurat masih kurang bagus   gangguan terus jadi kurang nyaman pake aplikasi ini  dari jam   pagi sampai jam    gangguan terus   padahal lagi butuh bgt transfer pulsa dan uang    ,"[{'label': 'negative', 'score': 0.9988415837287903}]",negative,0.9988415837287903
2825,Sering Eror...payah,1,1.2.6,sering eror   payah,"[{'label': 'negative', 'score': 0.999269425868988}]",negative,0.999269425868988
2826,"Saya buka rekening melalui sales dari danamon, Katanya buka rekening bebas biaya admin,, ternyata begitu saya transfer via ewallet ke rekening danamon, saldonya terpotong 50.000 rupiah.. saya merasa di bohongi... Parah",1,1.2.4,saya buka rekening melalui sales dari danamon  katanya buka rekening bebas biaya admin   ternyata begitu saya transfer via ewallet ke rekening danamon  saldonya terpotong        rupiah   saya merasa di bohongi    parah,"[{'label': 'neutral', 'score': 0.7034115195274353}]",neutral,0.7034115195274353
2827,Baik,5,1.2.6,baik,"[{'label': 'positive', 'score': 0.9978936314582825}]",positive,0.9978936314582825
2828,"Transaksi update otomotis, jadi transaksi bisa termonitor",5,1.2.6,transaksi update otomotis  jadi transaksi bisa termonitor,"[{'label': 'neutral', 'score': 0.9989665746688843}]",neutral,0.9989665746688843
2829,Error terus,1,1.2.5,error terus,"[{'label': 'negative', 'score': 0.9987524747848511}]",negative,0.9987524747848511
2830,Mulai terasa sulit...pake aplikasi yg lama lancar....yg pro kadang2 sulit terkoneksi,2,1.2.6,mulai terasa sulit   pake aplikasi yg lama lancar    yg pro kadang  sulit terkoneksi,"[{'label': 'negative', 'score': 0.9919601082801819}]",negative,0.9919601082801819
2831,Bagus kok pelayanannya,5,1.2.6,bagus kok pelayanannya,"[{'label': 'positive', 'score': 0.9980387091636658}]",positive,0.9980387091636658
2832,"Tolong donk dari pihak danamon jakarta, ak cuma sekedar punya akun rek doank ngga ada utang ke danamon, sehari bisa 10x lebih di spam telp dr danamon, dan itu sering sekali. Udah dibilang ngga mau ikut asuransi berkali-kali tapi masih di telp, ini udah ada tahunan lho. Mana nomornya banyak bgt lagi, Apa harus non aktif akun rek danamon dl baru ngga d teror ? nyesel ak pernah buka rekening danamon. Orang nabung kayak orang punya utang",1,1.2.6,tolong donk dari pihak danamon jakarta  ak cuma sekedar punya akun rek doank ngga ada utang ke danamon  sehari bisa   x lebih di spam telp dr danamon  dan itu sering sekali  udah dibilang ngga mau ikut asuransi berkali kali tapi masih di telp  ini udah ada tahunan lho  mana nomornya banyak bgt lagi  apa harus non aktif akun rek danamon dl baru ngga d teror   nyesel ak pernah buka rekening danamon  orang nabung kayak orang punya utang,"[{'label': 'negative', 'score': 0.9989432692527771}]",negative,0.9989432692527771
2833,Bantai Rizieq dajjal khilafah dari bumi Indonesia,5,1.2.3,bantai rizieq dajjal khilafah dari bumi indonesia,"[{'label': 'negative', 'score': 0.978021502494812}]",negative,0.978021502494812
2834,Bagus,5,1.2.5,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
2835,"D-Bank pro tidak memuaskan,lebih baik D-BANK yang dulu,APK yang sekarang tidak bagus lg kaya dulu.",1,1.2.6,d bank pro tidak memuaskan lebih baik d bank yang dulu apk yang sekarang tidak bagus lg kaya dulu ,"[{'label': 'negative', 'score': 0.9993993043899536}]",negative,0.9993993043899536
2836,"Tolong beri nama di bukti transfer, agar memudahkan tracking apabila terjadi masalah saat transfer. Demikian terima kasih.",3,,tolong beri nama di bukti transfer  agar memudahkan tracking apabila terjadi masalah saat transfer  demikian terima kasih ,"[{'label': 'neutral', 'score': 0.9988197684288025}]",neutral,0.9988197684288025
2837,Suka keluar² sendiri padahal mau aja daftar mohon di bantu,1,,suka keluar  sendiri padahal mau aja daftar mohon di bantu,"[{'label': 'negative', 'score': 0.9962908029556274}]",negative,0.9962908029556274
2838,okee lah dulu,4,,okee lah dulu,"[{'label': 'neutral', 'score': 0.8019838333129883}]",neutral,0.8019838333129883
2839,"Pke app ini cmn bisa cek saldo doang tf, top up apapun gak bisa sueeee,, hati hati ah ribet urusannya ....",1,1.2.6,pke app ini cmn bisa cek saldo doang tf  top up apapun gak bisa sueeee   hati hati ah ribet urusannya     ,"[{'label': 'negative', 'score': 0.9991664886474609}]",negative,0.9991664886474609
2840,"Bank ga bener ngajak buka deposit janjinya dapet casbak , eh malah ga cair setelah di komplen via email malah bilangnya harus pengajuan kartu kredit , ga logis banget tidak sesuai sama yg di janjikan. Kecewa buka deposit buka rekening kecewa sama BANK DANAMON!",1,1.2.6,bank ga bener ngajak buka deposit janjinya dapet casbak   eh malah ga cair setelah di komplen via email malah bilangnya harus pengajuan kartu kredit   ga logis banget tidak sesuai sama yg di janjikan  kecewa buka deposit buka rekening kecewa sama bank danamon ,"[{'label': 'negative', 'score': 0.999293327331543}]",negative,0.999293327331543
2841,Mau login kok tidak ada layanan terus...!!!!,1,1.2.6,mau login kok tidak ada layanan terus       ,"[{'label': 'negative', 'score': 0.8919307589530945}]",negative,0.8919307589530945
2842,okelah meskipun penggunaan apk nya agk sedikit ribet dan jejak tranferan nya sedikit ribet kalo kiya mau melihat kembali..tp oklah semoga bs di tingkatkan lagi dan lebih mudah untuk di operasikan,4,,okelah meskipun penggunaan apk nya agk sedikit ribet dan jejak tranferan nya sedikit ribet kalo kiya mau melihat kembali  tp oklah semoga bs di tingkatkan lagi dan lebih mudah untuk di operasikan,"[{'label': 'positive', 'score': 0.9701691269874573}]",positive,0.9701691269874573
2843,Aplikasi gak guna uang gua tiba tiba ilang sendiri transfer sendiri its ok gpp saya tagih ntar di akhirat sumpahh,1,1.2.4,aplikasi gak guna uang gua tiba tiba ilang sendiri transfer sendiri its ok gpp saya tagih ntar di akhirat sumpahh,"[{'label': 'negative', 'score': 0.998292863368988}]",negative,0.998292863368988
2844,"Setiap mau daftar , ganguan terus..",1,1.2.6,setiap mau daftar   ganguan terus  ,"[{'label': 'negative', 'score': 0.7808237075805664}]",negative,0.7808237075805664
2845,Ini gimana y kak..saya lupa pass nya tapi mau ubah pass kok susah y..jd bingung karena dikota saya gak ada danamon..jauh..mana ada anak susah ...,1,1.2.6,ini gimana y kak  saya lupa pass nya tapi mau ubah pass kok susah y  jd bingung karena dikota saya gak ada danamon  jauh  mana ada anak susah    ,"[{'label': 'negative', 'score': 0.9890670776367188}]",negative,0.9890670776367188
2846,Cara buka danamon mobile yang terblokir gimana ya,3,,cara buka danamon mobile yang terblokir gimana ya,"[{'label': 'neutral', 'score': 0.9978869557380676}]",neutral,0.9978869557380676
2847,Mantapp,5,1.2.4,mantapp,"[{'label': 'positive', 'score': 0.981840193271637}]",positive,0.981840193271637
2848,Login id terkunci maksudny apa?? Bingung bgt,1,1.2.6,login id terkunci maksudny apa   bingung bgt,"[{'label': 'negative', 'score': 0.9965965151786804}]",negative,0.9965965151786804
2849,Lila Lelet Lemot Ngelag,1,1.2.6,lila lelet lemot ngelag,"[{'label': 'negative', 'score': 0.9991208910942078}]",negative,0.9991208910942078
2850,Terus kembangkan pelayanan mu,5,1.2.6,terus kembangkan pelayanan mu,"[{'label': 'positive', 'score': 0.9767898917198181}]",positive,0.9767898917198181
2851,Keren,5,1.2.4,keren,"[{'label': 'positive', 'score': 0.9992368221282959}]",positive,0.9992368221282959
2852,"makin ribet, udh login akses juga gk ada untuk recovery password. salah 3x auto blockir. sama aja auto tinggalin rekening ini biar dikubur sekalian",1,1.2.6,makin ribet  udh login akses juga gk ada untuk recovery password  salah  x auto blockir  sama aja auto tinggalin rekening ini biar dikubur sekalian,"[{'label': 'negative', 'score': 0.9448541402816772}]",negative,0.9448541402816772
2853,Aplikasi yg sangat membantu sekali dan praktis,5,1.2.6,aplikasi yg sangat membantu sekali dan praktis,"[{'label': 'positive', 'score': 0.9986629486083984}]",positive,0.9986629486083984
2854,Good,5,1.2.5,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
2855,Good,5,1.2.5,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
2856,"Kapan baik nya sih aplikasi ini, sdh tlp CS Hello Danamon jawaban nya selalu regestrasi ulang, sdh regestrasi, kartu anda sdh terdaftar. Dan ttp ga bisa dibuka, lama2 pada kabur nasabah ke bank yg sistem nya ga ribet, persaingan ketat, bos.",1,,kapan baik nya sih aplikasi ini  sdh tlp cs hello danamon jawaban nya selalu regestrasi ulang  sdh regestrasi  kartu anda sdh terdaftar  dan ttp ga bisa dibuka  lama  pada kabur nasabah ke bank yg sistem nya ga ribet  persaingan ketat  bos ,"[{'label': 'negative', 'score': 0.8743087649345398}]",negative,0.8743087649345398
2857,"Parah benar ini bank danamon , transaksi transfer leqat rekening bank lain berhasil sebesar 120rebu tp yg masuk ke rekening danamon cuma 20rebu lalu kemana larinya uang yg sudah sy transfer , parahnya lg sy masih ada saldo di rekening danamon ditambah transfer dri bank lain tp pas mau di tarik malah gk bisa dengan alasan saldo tidak cukup . Harus dilaporkan ini karena ada kecurangan dan merugikan pengguna",5,,parah benar ini bank danamon   transaksi transfer leqat rekening bank lain berhasil sebesar    rebu tp yg masuk ke rekening danamon cuma   rebu lalu kemana larinya uang yg sudah sy transfer   parahnya lg sy masih ada saldo di rekening danamon ditambah transfer dri bank lain tp pas mau di tarik malah gk bisa dengan alasan saldo tidak cukup   harus dilaporkan ini karena ada kecurangan dan merugikan pengguna,"[{'label': 'negative', 'score': 0.9983558058738708}]",negative,0.9983558058738708
2858,Nasabah tidak pernah di kasih pemberitahuan untuk administrasi biaya bulanan Sangat kecewa saya registrasi 1 bulan yg lalu ada bonus dari registrasi saldo 50rb Hari Sabtu tgl 9 Juli 2020 daya tf 60rb ke d save Danamon tiba tiba saldo sisa 10 rb Sangat kecewa dengan Danamon d save Kenapa tidak ada pembery terlebih dahulu kenapa saldo bonus gak terpotong.terpotong setelah saya tf 60 rb Saldo harusnya 110 rb...tinggal 10 Saya install aja app gak saya pakai transaksi LG. Kecewa.....kecewa,1,1.2.5,nasabah tidak pernah di kasih pemberitahuan untuk administrasi biaya bulanan sangat kecewa saya registrasi   bulan yg lalu ada bonus dari registrasi saldo   rb hari sabtu tgl   juli      daya tf   rb ke d save danamon tiba tiba saldo sisa    rb sangat kecewa dengan danamon d save kenapa tidak ada pembery terlebih dahulu kenapa saldo bonus gak terpotong terpotong setelah saya tf    rb saldo harusnya     rb   tinggal    saya install aja app gak saya pakai transaksi lg  kecewa     kecewa,"[{'label': 'negative', 'score': 0.9992167949676514}]",negative,0.9992167949676514
2859,Blum support aplikasinya untuk tablet..tampilan menu2nya berantakan.semoga bisa diperbaiki.makasih,3,,blum support aplikasinya untuk tablet  tampilan menu nya berantakan semoga bisa diperbaiki makasih,"[{'label': 'neutral', 'score': 0.9707414507865906}]",neutral,0.9707414507865906
2860,Saya msu ajukan kartu kredit.moga aja bank danamon membantu menyetujui nya.tidak tibet dan mudah.supya ngebantu sya🙏,5,,saya msu ajukan kartu kredit moga aja bank danamon membantu menyetujui nya tidak tibet dan mudah supya ngebantu sya ,"[{'label': 'positive', 'score': 0.5155456066131592}]",positive,0.5155456066131592
2861,"Tolong di bantu sya mau login m bangking ga bisa, saya udh telp tp kurang jelas infonya, pulsa saya smape habis udh ga bisa telp lagi",1,1.2.6,tolong di bantu sya mau login m bangking ga bisa  saya udh telp tp kurang jelas infonya  pulsa saya smape habis udh ga bisa telp lagi,"[{'label': 'negative', 'score': 0.623310923576355}]",negative,0.623310923576355
2862,"Kecewa saya dengn mbaking danamon perbaikan cukup lama amat nunggunya sampai emosi , gak seperti bca 3jam aja selesai ini lama amat . bagus pake bank lain , klu Gini percuma jd nasabah bagus berhenti jd nasabah perbaikan lama amat . jam12 malam udah jam 4 pagi blum selesai selesai perbaikannya ada apa ini. Haduuu sangat sangat kecewa amat . ada urusan penting lg buat transfer klu gini gue cabut ajalah jd nasabah di sini . jd jerah aja",1,,kecewa saya dengn mbaking danamon perbaikan cukup lama amat nunggunya sampai emosi   gak seperti bca  jam aja selesai ini lama amat   bagus pake bank lain   klu gini percuma jd nasabah bagus berhenti jd nasabah perbaikan lama amat   jam   malam udah jam   pagi blum selesai selesai perbaikannya ada apa ini  haduuu sangat sangat kecewa amat   ada urusan penting lg buat transfer klu gini gue cabut ajalah jd nasabah di sini   jd jerah aja,"[{'label': 'negative', 'score': 0.9995437264442444}]",negative,0.9995437264442444
2863,Dikit dikit maintenance dikit dikit maintenance ngeselin,1,1.2.6,dikit dikit maintenance dikit dikit maintenance ngeselin,"[{'label': 'negative', 'score': 0.9993031024932861}]",negative,0.9993031024932861
2864,"Buka aplikasinya seperti org ngajak berantem,,,lemot banget!!!!!",2,1.2.6,buka aplikasinya seperti org ngajak berantem   lemot banget     ,"[{'label': 'negative', 'score': 0.9991328120231628}]",negative,0.9991328120231628
2865,Tolong d perbaiki masalah koneksinya padahal koneksi internet bagus tapi GK bisa masuk terus,1,1.2.6,tolong d perbaiki masalah koneksinya padahal koneksi internet bagus tapi gk bisa masuk terus,"[{'label': 'negative', 'score': 0.6926867365837097}]",negative,0.6926867365837097
2866,"kenapa biometrik nya gak bisa salah terus,",3,1.2.6,kenapa biometrik nya gak bisa salah terus ,"[{'label': 'negative', 'score': 0.9964818954467773}]",negative,0.9964818954467773
2867,"Diupdate ganti applikasi Makin gk jelas, gak ad lupa password, password max hanya sekian.. max pengetikan pasword tak terbatas.. Aplikasi lama sudah gampang dipake, malah dikeluarin yang gak jelas gini.. Disebelah kalo update pun gak ampe ganti aplikasi gini juga.",1,1.2.6,diupdate ganti applikasi makin gk jelas  gak ad lupa password  password max hanya sekian   max pengetikan pasword tak terbatas   aplikasi lama sudah gampang dipake  malah dikeluarin yang gak jelas gini   disebelah kalo update pun gak ampe ganti aplikasi gini juga ,"[{'label': 'negative', 'score': 0.997768759727478}]",negative,0.997768759727478
